-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325,-0.999657325
-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535,-0.998629535
-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334,-0.996917334
-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895,-0.994521895
-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861,-0.991444861
-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341,-0.987688341
-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908,-0.983254908
-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601,-0.978147601
-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992,-0.97236992
